id,scrapedrecipeguid,name,modelledname
13138,9ce39100-86c5-48ed-9299-adb6c9016fb1,"440g can chickpeas, drained and rinsed",NULL
13139,9ce39100-86c5-48ed-9299-adb6c9016fb1,"350g bag fresh young spinach leaves, washed and dried if necessary",NULL
13140,9ce39100-86c5-48ed-9299-adb6c9016fb1,"225g blue cheese, crumbled (roquefort is good)",NULL
13141,e86997a3-7fc6-44f6-9e21-6db4b574378e,"2 skinless chicken breasts or 200g trimmed pork fillet, cut into finger-length strips",NULL
13142,e86997a3-7fc6-44f6-9e21-6db4b574378e,"1 egg, beaten",NULL
13143,e86997a3-7fc6-44f6-9e21-6db4b574378e,50g breadcrumbs,NULL
13144,e86997a3-7fc6-44f6-9e21-6db4b574378e,200g medium egg noodle,NULL
13145,e86997a3-7fc6-44f6-9e21-6db4b574378e,2 tbsp olive oil,NULL
13146,e86997a3-7fc6-44f6-9e21-6db4b574378e,"4 spring onion, chopped",NULL
13147,e86997a3-7fc6-44f6-9e21-6db4b574378e,&#189; cucumber,NULL
13148,e86997a3-7fc6-44f6-9e21-6db4b574378e,1 large carrot,NULL
13149,e86997a3-7fc6-44f6-9e21-6db4b574378e,"hoisin, plum or barbeque sauce, for dripping",NULL
13150,d60905f6-02d6-4e79-8463-c7e77bb0ccff,"2 x 400g cans mixed beans, drained and rinsed",NULL
13151,d60905f6-02d6-4e79-8463-c7e77bb0ccff,"1 red chilli, deseeded and chopped, or 1 tsp chilli flakes",NULL
13152,d60905f6-02d6-4e79-8463-c7e77bb0ccff,"1 garlic clove, chopped",NULL
13153,d60905f6-02d6-4e79-8463-c7e77bb0ccff,500g carton passata (or 400g can chopped tomatoes),NULL
13154,d60905f6-02d6-4e79-8463-c7e77bb0ccff,2 tsp brown sugar,NULL
13155,d60905f6-02d6-4e79-8463-c7e77bb0ccff,2 tbsp balsamic vinegar,NULL
13156,d60905f6-02d6-4e79-8463-c7e77bb0ccff,"small baguette, thickly sliced",NULL
13157,d60905f6-02d6-4e79-8463-c7e77bb0ccff,1 tbsp grated vegetarian cheddar or Parmesan,NULL
13158,6421c170-8a12-4edc-b60e-cf6e0189a37d,200g self-raising flour,NULL
13159,6421c170-8a12-4edc-b60e-cf6e0189a37d,2 tbsp sesame seeds,NULL
13160,6421c170-8a12-4edc-b60e-cf6e0189a37d,a pinch of salt,NULL
13161,6421c170-8a12-4edc-b60e-cf6e0189a37d,a grind of black pepper,NULL
13162,6421c170-8a12-4edc-b60e-cf6e0189a37d,150g pot natural yogurt,NULL
13163,6421c170-8a12-4edc-b60e-cf6e0189a37d,1 tbsp milk or water,NULL
13164,6421c170-8a12-4edc-b60e-cf6e0189a37d,a little olive oil,NULL
13165,dca96db0-5521-4d2f-9049-43a21539e3d0,"500g braising steak, cut into bite-sized chunks",NULL
13166,dca96db0-5521-4d2f-9049-43a21539e3d0,"2 tbsp plain flour, seasoned with pepper and a little salt",NULL
13167,dca96db0-5521-4d2f-9049-43a21539e3d0,2 tbsp olive oil,NULL
13168,dca96db0-5521-4d2f-9049-43a21539e3d0,"1 large onion, finely chopped",NULL
13169,dca96db0-5521-4d2f-9049-43a21539e3d0,"450g carrot, cut into chunks",NULL
13170,dca96db0-5521-4d2f-9049-43a21539e3d0,"2 large parsnip, cut into chunks",NULL
13171,dca96db0-5521-4d2f-9049-43a21539e3d0,1 bay leaf,NULL
13172,dca96db0-5521-4d2f-9049-43a21539e3d0,2 tbsp sundried or regular tomato paste,NULL
13173,dca96db0-5521-4d2f-9049-43a21539e3d0,300ml red wine or extra stock,NULL
13174,dca96db0-5521-4d2f-9049-43a21539e3d0,450ml vegetable stock,NULL
13175,dca96db0-5521-4d2f-9049-43a21539e3d0,225g plain flour,NULL
13176,dca96db0-5521-4d2f-9049-43a21539e3d0,3 tsp baking powder,NULL
13177,dca96db0-5521-4d2f-9049-43a21539e3d0,"140g cheddar, coarsely grated",NULL
13178,dca96db0-5521-4d2f-9049-43a21539e3d0,2 tbsp olive oil,NULL
13179,dca96db0-5521-4d2f-9049-43a21539e3d0,150ml milk,NULL
13180,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,"200g puff pastry, thawed if frozen",NULL
13181,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,"beaten egg, for brushing",NULL
13182,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,1 tsp dried thyme,NULL
13183,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,5-6 tbsp extra-virgin olive oil,NULL
13184,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,"1 or 2 medium onions, preferably white, very finely sliced",NULL
13185,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,"2 yellow pepper, quartered and seeded",NULL
13186,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,1 small aubergine,NULL
13187,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,"1 garlic clove, finely chopped",NULL
13188,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,6 pieces sunblush or sundried tomato,NULL
13189,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,basil oil for drizzling,NULL
13190,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,"50g bag wild rocket, to serve",NULL
13191,c8fe4378-0430-4fdc-8ff9-e74cfedc9c79,2 tbsp lemon juice,NULL
13192,025d1ea5-5f74-4f4e-84f0-2f87ce255438,"800g waxy potatoes, halved if large",NULL
13193,025d1ea5-5f74-4f4e-84f0-2f87ce255438,"1 small red onion, halved and sliced",NULL
13194,025d1ea5-5f74-4f4e-84f0-2f87ce255438,200g bag spinach leaves,NULL
13195,025d1ea5-5f74-4f4e-84f0-2f87ce255438,3 tbsp olive oil,NULL
13196,025d1ea5-5f74-4f4e-84f0-2f87ce255438,2 tbsp pesto,NULL
13197,025d1ea5-5f74-4f4e-84f0-2f87ce255438,juice 1 lemon,NULL
13198,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,2 tbsp olive oil,NULL
13199,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,"4 boneless chicken breast, skin on (weighing about 175g/6oz each)",NULL
13200,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,25g butter,NULL
13201,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,"1 small onion, finely chopped",NULL
13202,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,"1 garlic clove, crushed",NULL
13203,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,1 heaped tbsp horseradish cream,NULL
13204,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,"4 tbsp cr&#232;me fra&#238;che, full or half fat",NULL
13205,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,350g frozen pea,NULL
13206,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,"&#189; iceberg lettuce or 1 cos lettuce, shredded",NULL
13207,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,pinch of sugar,NULL
13208,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,"1 tbsp fresh mint, chopped",NULL
13209,1fc1aeff-3884-4134-9cbe-f68600e0aa0e,"new potatoes, to serve",NULL
13210,cda41119-d994-4c81-a157-3e38e86b8b32,1.3kg young broad beans in the pod (to give about 350g/12oz shelled beans),NULL
13211,cda41119-d994-4c81-a157-3e38e86b8b32,3 tbsp olive oil,NULL
13212,cda41119-d994-4c81-a157-3e38e86b8b32,"450g cherry tomatoes, halved",NULL
13213,cda41119-d994-4c81-a157-3e38e86b8b32,"6 spring onion, finely chopped",NULL
13214,cda41119-d994-4c81-a157-3e38e86b8b32,"2 garlic clove, sliced",NULL
13215,cda41119-d994-4c81-a157-3e38e86b8b32,"4-6 anchovy fillets, chopped",NULL
13216,cda41119-d994-4c81-a157-3e38e86b8b32,2 tbsp chopped fresh marjoram or parsley,NULL
13217,ba2a44a5-9f87-4d8c-9038-b0c899e15a57,400g trimmed green beans,NULL
13218,ba2a44a5-9f87-4d8c-9038-b0c899e15a57,3 large free-range egg,NULL
13219,ba2a44a5-9f87-4d8c-9038-b0c899e15a57,2 tbsp sherry vinegar or red wine vinegar,NULL
13220,ba2a44a5-9f87-4d8c-9038-b0c899e15a57,2 tsp Dijon mustard,NULL
13221,ba2a44a5-9f87-4d8c-9038-b0c899e15a57,pinch sugar,NULL
13222,ba2a44a5-9f87-4d8c-9038-b0c899e15a57,5 tbsp olive oil,NULL
13223,ba2a44a5-9f87-4d8c-9038-b0c899e15a57,"6 anchovy fillets, halved",NULL
13224,5ebb8f54-d646-4aa3-9fb3-70716e033aac,"4 skinless chicken breast, diced",NULL
13225,5ebb8f54-d646-4aa3-9fb3-70716e033aac,1 tbsp Moroccan spice seasoning,NULL
13226,5ebb8f54-d646-4aa3-9fb3-70716e033aac,"1 onion, finely sliced",NULL
13227,5ebb8f54-d646-4aa3-9fb3-70716e033aac,50g butter,NULL
13228,5ebb8f54-d646-4aa3-9fb3-70716e033aac,300g rice,NULL
13229,5ebb8f54-d646-4aa3-9fb3-70716e033aac,"12 dried apricot, halved",NULL
13230,5ebb8f54-d646-4aa3-9fb3-70716e033aac,chicken stock cube,NULL
13231,5ebb8f54-d646-4aa3-9fb3-70716e033aac,"410g can chickpeas, drained and rinsed",NULL
13232,5ebb8f54-d646-4aa3-9fb3-70716e033aac,"15g pack flatleaf parsley, chopped",NULL
13233,b6d76646-7b1e-41f2-aa92-9518a7ad92d3,"1 large gammon steak, rind on (about 350g12oz; 1cm/&#189;in thick)",NULL
13234,b6d76646-7b1e-41f2-aa92-9518a7ad92d3,"a little oil, for brushing",NULL
13235,b6d76646-7b1e-41f2-aa92-9518a7ad92d3,1 tsp clear honey,NULL
13236,b6d76646-7b1e-41f2-aa92-9518a7ad92d3,"100g fresh pineapple, finely chopped",NULL
13237,b6d76646-7b1e-41f2-aa92-9518a7ad92d3,"1 large red chilli, seeded and finely chopped",NULL
13238,b6d76646-7b1e-41f2-aa92-9518a7ad92d3,1 tsp soft brown sugar,NULL
13239,b6d76646-7b1e-41f2-aa92-9518a7ad92d3,1 tsp soy sauce,NULL
13240,b6d76646-7b1e-41f2-aa92-9518a7ad92d3,1 tbsp chopped fresh coriander,NULL
13241,eda41c2e-cc76-49a8-9193-cc09ff5a4060,&#189; small sweet potato or 3 medium carrots,NULL
13242,eda41c2e-cc76-49a8-9193-cc09ff5a4060,1 medium courgette,NULL
13243,eda41c2e-cc76-49a8-9193-cc09ff5a4060,"100g baby leek, or small ones split in half, or thick asparagus stems",NULL
13244,eda41c2e-cc76-49a8-9193-cc09ff5a4060,"1 small red pepper, seeded, cored and quartered",NULL
13245,eda41c2e-cc76-49a8-9193-cc09ff5a4060,8 baby baby corn,NULL
13246,eda41c2e-cc76-49a8-9193-cc09ff5a4060,2 Portobello mushroom,NULL
13247,eda41c2e-cc76-49a8-9193-cc09ff5a4060,4-6 tbsp olive oil,NULL
13248,eda41c2e-cc76-49a8-9193-cc09ff5a4060,"2 tbsp pine nut or sunflower seeds, to serve",NULL
13249,eda41c2e-cc76-49a8-9193-cc09ff5a4060,"vinaigrette and soy sauce, to splash over",NULL
13250,2e0b4402-2945-4f2a-9995-7949f44cf344,"1l sunflower or vegetable oil, for frying",NULL
13251,2e0b4402-2945-4f2a-9995-7949f44cf344,1kg chicken wing,NULL
13252,2e0b4402-2945-4f2a-9995-7949f44cf344,85g plain flour,NULL
13253,2e0b4402-2945-4f2a-9995-7949f44cf344,2 tsp celery salt,NULL
13254,2e0b4402-2945-4f2a-9995-7949f44cf344,1 tsp smoked paprika,NULL
13255,2e0b4402-2945-4f2a-9995-7949f44cf344,50g butter,NULL
13256,2e0b4402-2945-4f2a-9995-7949f44cf344,5 tbsp hot sauce (we used Encona Original Hot Pepper Sauce),NULL
13257,2e0b4402-2945-4f2a-9995-7949f44cf344,2 tbsp white wine vinegar,NULL
13258,2e0b4402-2945-4f2a-9995-7949f44cf344,4 tbsp clear honey,NULL
13259,2e0b4402-2945-4f2a-9995-7949f44cf344,"&#189; small white cabbage, finely shredded",NULL
13260,2e0b4402-2945-4f2a-9995-7949f44cf344,"2 carrot, cut into matchsticks",NULL
13261,2e0b4402-2945-4f2a-9995-7949f44cf344,"3 celery sticks, cut into matchsticks",NULL
13262,2e0b4402-2945-4f2a-9995-7949f44cf344,"&#189; red onion, finely sliced",NULL
13263,2e0b4402-2945-4f2a-9995-7949f44cf344,1 tbsp celery seeds,NULL
13264,2e0b4402-2945-4f2a-9995-7949f44cf344,"150g pack soft blue cheese, Gorgonzola works well",NULL
13265,2e0b4402-2945-4f2a-9995-7949f44cf344,100ml soured cream,NULL
13266,2e0b4402-2945-4f2a-9995-7949f44cf344,100g mayonnaise,NULL
13267,2e0b4402-2945-4f2a-9995-7949f44cf344,3 tbsp white wine vinegar,NULL
13268,69c71ad8-d872-49d8-91c2-d14e1393fd2f,300g basmati rice and wild rice (Tilda is a good choice),NULL
13269,69c71ad8-d872-49d8-91c2-d14e1393fd2f,good pinch of saffron,NULL
13270,69c71ad8-d872-49d8-91c2-d14e1393fd2f,600ml hot vegetable stock,NULL
13271,843aaad6-1e95-4c1f-8267-1b9b47784e6b,1 tbsp coriander seed,NULL
13272,843aaad6-1e95-4c1f-8267-1b9b47784e6b,1 tsp black peppercorn,NULL
13273,843aaad6-1e95-4c1f-8267-1b9b47784e6b,a pinch of dried red chilli flakes,NULL
13274,843aaad6-1e95-4c1f-8267-1b9b47784e6b,2 x 175-200g/6-8oz sirloin steaks,NULL
13275,843aaad6-1e95-4c1f-8267-1b9b47784e6b,140g cherry tomato,NULL
13276,843aaad6-1e95-4c1f-8267-1b9b47784e6b,a small chopped red onion,NULL
13277,843aaad6-1e95-4c1f-8267-1b9b47784e6b,3 tbsp olive oil,NULL
13278,843aaad6-1e95-4c1f-8267-1b9b47784e6b,1 tbsp lemon juice,NULL
13279,843aaad6-1e95-4c1f-8267-1b9b47784e6b,50g bag of rocket,NULL
13280,a4fe7ad7-3269-4717-96e1-3593246fd8d1,"4&#189; -5.6kg/10-12lb turkey, thawed if frozen, giblets removed",NULL
13281,a4fe7ad7-3269-4717-96e1-3593246fd8d1,1 tbsp black peppercorns,NULL
13282,a4fe7ad7-3269-4717-96e1-3593246fd8d1,1 tbsp Maldon sea salt,NULL
13283,a4fe7ad7-3269-4717-96e1-3593246fd8d1,1 lemon,NULL
13284,a4fe7ad7-3269-4717-96e1-3593246fd8d1,"a few bay leaves, plus extra sprigs to garnish",NULL
13285,a4fe7ad7-3269-4717-96e1-3593246fd8d1,stuffing of your choice,NULL
13286,a4fe7ad7-3269-4717-96e1-3593246fd8d1,"50g butter, melted",NULL
13287,a4fe7ad7-3269-4717-96e1-3593246fd8d1,10-12 rashers streaky bacon,NULL
13288,a4fe7ad7-3269-4717-96e1-3593246fd8d1,2 tbsp plain flour,NULL
13289,a4fe7ad7-3269-4717-96e1-3593246fd8d1,600ml turkey or chicken stock,NULL
13290,a4fe7ad7-3269-4717-96e1-3593246fd8d1,150ml/&#188; pint port,NULL
13291,a4fe7ad7-3269-4717-96e1-3593246fd8d1,4 tbsp lingonberry preserve or cranberry sauce,NULL
13292,a4fe7ad7-3269-4717-96e1-3593246fd8d1,2 tsp wholegrain mustard,NULL
13293,d7a69afa-de8d-4384-a965-a83d3be62b7f,284ml pot single cream,NULL
13294,d7a69afa-de8d-4384-a965-a83d3be62b7f,"1 large bunch basil, leaves and stalks torn, plus extra leaves to serve",NULL
13295,d7a69afa-de8d-4384-a965-a83d3be62b7f,"300g good-quality white chocolate, chopped",NULL
13296,d7a69afa-de8d-4384-a965-a83d3be62b7f,50g golden caster sugar,NULL
13297,d7a69afa-de8d-4384-a965-a83d3be62b7f,2 tbsp balsamic vinegar,NULL
13298,d7a69afa-de8d-4384-a965-a83d3be62b7f,"250g strawberry, hulled and halved",NULL
13299,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,"350g asparagus, or 40 spears",NULL
13300,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,"4 tbsp olive oil, plus extra for brushing",NULL
13301,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,"800g large raw prawn, thawed if frozen",NULL
13302,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,zest and juice 1 lemon,NULL
13303,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,"small handful basil leaves, torn",NULL
13304,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,"3 handfuls young salad leaves, to serve",NULL
13305,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,1 egg,NULL
13306,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,2 tsp white wine vinegar,NULL
13307,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,&#189; tsp Dijon mustard,NULL
13308,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,100ml each olive and sunflower oil,NULL
13309,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,1 garlic clove,NULL
13310,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,&#189; tsp cayenne pepper,NULL
13311,d6089512-248c-4bfe-8e0e-8c1ab32bc0ac,pinch saffron,NULL
13312,8d68c06a-21b2-40ac-b3d1-850fd250d867,"1 garlic clove, crushed",NULL
13313,8d68c06a-21b2-40ac-b3d1-850fd250d867,"1 tsp thyme, leaves picked and chopped",NULL
13314,8d68c06a-21b2-40ac-b3d1-850fd250d867,500ml double cream,NULL
13315,8d68c06a-21b2-40ac-b3d1-850fd250d867,"50ml soy sauce, or 1 tsp sea salt",NULL
13316,8d68c06a-21b2-40ac-b3d1-850fd250d867,"small knob of butter, for the dish",NULL
13317,8d68c06a-21b2-40ac-b3d1-850fd250d867,"700g beetroot, thinly sliced",NULL
13318,8d68c06a-21b2-40ac-b3d1-850fd250d867,"300g potato, thinly sliced",NULL
13319,8d68c06a-21b2-40ac-b3d1-850fd250d867,"1 large fennel bulb, sliced crosswise",NULL
13320,8d68c06a-21b2-40ac-b3d1-850fd250d867,"1 leek, washed and sliced into rings",NULL
13321,8d68c06a-21b2-40ac-b3d1-850fd250d867,"thumb-sized piece ginger, grated",NULL
13322,8d68c06a-21b2-40ac-b3d1-850fd250d867,6 large egg,NULL
13323,8d68c06a-21b2-40ac-b3d1-850fd250d867,"85g bag watercress, washed",NULL
13324,8d68c06a-21b2-40ac-b3d1-850fd250d867,1 tbsp extra-virgin olive oil,NULL
13325,8d68c06a-21b2-40ac-b3d1-850fd250d867,100g macadamia nut,NULL
13326,8d68c06a-21b2-40ac-b3d1-850fd250d867,100g hazelnut,NULL
13327,8d68c06a-21b2-40ac-b3d1-850fd250d867,50g sesame seed,NULL
13328,8d68c06a-21b2-40ac-b3d1-850fd250d867,2 tsp coriander seed,NULL
13329,8d68c06a-21b2-40ac-b3d1-850fd250d867,2 tsp cumin seed,NULL
13330,8d68c06a-21b2-40ac-b3d1-850fd250d867,1&#189; tbsp fennel seed,NULL
13331,8d68c06a-21b2-40ac-b3d1-850fd250d867,1&#189; tsp ground fenugreek,NULL
13332,8d68c06a-21b2-40ac-b3d1-850fd250d867,1 tsp sea salt,NULL
13333,8d68c06a-21b2-40ac-b3d1-850fd250d867,1 tsp hot smoked paprika (optional),NULL
13334,7bcc8d4c-cf02-48d6-8856-44cd3363c65a,"2kg mixed summer berry (we used 1kg halved strawberries, 500g blackberries and 500g mixed currants)",NULL
13335,7bcc8d4c-cf02-48d6-8856-44cd3363c65a,juice 2 lemons,NULL
13336,7bcc8d4c-cf02-48d6-8856-44cd3363c65a,2 x 1kg packs jam sugar with pectin,NULL
13337,ba7630e3-97e7-46a0-9472-c269f736f9ff,"225g porridge oat, jumbo ones give a good texture",NULL
13338,ba7630e3-97e7-46a0-9472-c269f736f9ff,125ml freshly squeezed orange juice,NULL
13339,ba7630e3-97e7-46a0-9472-c269f736f9ff,"225ml natural yogurt, can be low fat",NULL
13340,ba7630e3-97e7-46a0-9472-c269f736f9ff,3 tbsp clear honey,NULL
13341,ba7630e3-97e7-46a0-9472-c269f736f9ff,finely grated zest of 1 lemon,NULL
13342,ba7630e3-97e7-46a0-9472-c269f736f9ff,2 red or pink dessert apples,NULL
13343,ba7630e3-97e7-46a0-9472-c269f736f9ff,2x 125g punnets raspberries,NULL
13344,ba7630e3-97e7-46a0-9472-c269f736f9ff,"50g hazelnuts in their skins, lightly toasted and coarsely chopped",NULL
13345,ba7630e3-97e7-46a0-9472-c269f736f9ff,"single cream, to serve (optional)",NULL
13346,512a9ec5-d5b8-4fc0-a976-a17f221694fa,"4&#189; -5.6kg/10-12lb turkey, thawed if frozen, giblets removed",NULL
13347,512a9ec5-d5b8-4fc0-a976-a17f221694fa,2x 20g bunches of lemon or regular thyme,NULL
13348,512a9ec5-d5b8-4fc0-a976-a17f221694fa,1 orange,NULL
13349,512a9ec5-d5b8-4fc0-a976-a17f221694fa,1 lemon,NULL
13350,512a9ec5-d5b8-4fc0-a976-a17f221694fa,8 tbsp olive oil,NULL
13351,2f0f3776-4740-41f9-9630-bf7a9a34fe2b,300g fusilli pasta spirals &#8211; or you can use farfalle (butterflies) or penne (quill tubes),NULL
13352,2f0f3776-4740-41f9-9630-bf7a9a34fe2b,225g bag prepared fresh baby spinach,NULL
13353,2f0f3776-4740-41f9-9630-bf7a9a34fe2b,"250g punnet cherry tomatoes, halved",NULL
13354,2f0f3776-4740-41f9-9630-bf7a9a34fe2b,100g black olive (we bought kalamata from the deli counter),NULL
13355,2f0f3776-4740-41f9-9630-bf7a9a34fe2b,"200g feta cheese, broken into rough chunks",NULL
13356,2f0f3776-4740-41f9-9630-bf7a9a34fe2b,3 tbsp olive oil,NULL
13357,c75397c1-88a5-4b4a-9e5c-6c0b6d505142,"450g summer berries, defrosted if frozen",NULL
13358,c75397c1-88a5-4b4a-9e5c-6c0b6d505142,4 tbsp blackcurrant cordial or cr&#233;me de Cassis,NULL
13359,c75397c1-88a5-4b4a-9e5c-6c0b6d505142,225g pot of organic red fruits compote,NULL
13360,c75397c1-88a5-4b4a-9e5c-6c0b6d505142,"6 medium slices white bread, crusts cut off",NULL
13361,1fa3a384-12bb-4744-99bb-327cbda98a60,"2 ripe bananas, mashed, about 200g/8oz peeled weight",NULL
13362,1fa3a384-12bb-4744-99bb-327cbda98a60,"2 medium eggs, beaten",NULL
13363,1fa3a384-12bb-4744-99bb-327cbda98a60,"100g butter, melted",NULL
13364,1fa3a384-12bb-4744-99bb-327cbda98a60,100g/4oz toffee yogurt,NULL
13365,1fa3a384-12bb-4744-99bb-327cbda98a60,100g light muscovado sugar,NULL
13366,1fa3a384-12bb-4744-99bb-327cbda98a60,200g self-raising flour,NULL
13367,1fa3a384-12bb-4744-99bb-327cbda98a60,&#189; tsp baking powder,NULL
13368,1fa3a384-12bb-4744-99bb-327cbda98a60,"100g pecan, roughly chopped",NULL
13369,1fa3a384-12bb-4744-99bb-327cbda98a60,"150g pack Werthers chewy toffees, roughly chopped",NULL
13370,28b7c38b-89ba-4759-baeb-4a3736204bf0,"1 English breakfast muffin, cut in half",NULL
13371,28b7c38b-89ba-4759-baeb-4a3736204bf0,1 tbsp tomato pur&#233;e,NULL
13372,28b7c38b-89ba-4759-baeb-4a3736204bf0,1 tsp red pesto,NULL
13373,28b7c38b-89ba-4759-baeb-4a3736204bf0,1 tbsp olive oil,NULL
13374,28b7c38b-89ba-4759-baeb-4a3736204bf0,"2-3 button mushrooms, sliced",NULL
13375,28b7c38b-89ba-4759-baeb-4a3736204bf0,"&#189; small red onion, sliced",NULL
13376,28b7c38b-89ba-4759-baeb-4a3736204bf0,"&#189; small courgette, grated",NULL
13377,28b7c38b-89ba-4759-baeb-4a3736204bf0,"1 slice of ham or salami, cut into small pieces",NULL
13378,28b7c38b-89ba-4759-baeb-4a3736204bf0,"25g mozzarella or cheddar cheese, grated",NULL
13379,28b7c38b-89ba-4759-baeb-4a3736204bf0,Little Gem lettuce leaves,NULL
13380,28b7c38b-89ba-4759-baeb-4a3736204bf0,mustard and cress,NULL
13381,28b7c38b-89ba-4759-baeb-4a3736204bf0,2-3 tbsp vinaigrette dressing,NULL
13382,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,250g pot mascarpone cheese,NULL
13383,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,1 tsp vanilla extract,NULL
13384,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,zest of a large orange,NULL
13385,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,"2-4 tbsp icing sugar, to taste",NULL
13386,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,"85g flaked almonds, toasted",NULL
13387,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,"2 ripe nectarines, hlaved, stoned and thinly sliced",NULL
13388,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,"100g strawberries, hulled and thinly sliced",NULL
13389,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,100g bar dark chocolate (70% cocoa solids),NULL
13390,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,142ml carton of double cream,NULL
13391,4e30d098-7bd8-4f51-92fb-77e69bd2d58c,25g unsalted butter,NULL
13392,f85c229c-d569-43f8-8ea2-38a83b3131f9,200g feta cheese,NULL
13393,f85c229c-d569-43f8-8ea2-38a83b3131f9,2 ripe avocados,NULL
13394,f85c229c-d569-43f8-8ea2-38a83b3131f9,"2 red peppers, preferably Romano",NULL
13395,f85c229c-d569-43f8-8ea2-38a83b3131f9,400g can cannellini beans,NULL
13396,f85c229c-d569-43f8-8ea2-38a83b3131f9,half an iceberg lettuce,NULL
13397,f85c229c-d569-43f8-8ea2-38a83b3131f9,2 limes,NULL
13398,f85c229c-d569-43f8-8ea2-38a83b3131f9,1 tsp clear honey,NULL
13399,f85c229c-d569-43f8-8ea2-38a83b3131f9,1 tsp Dijon mustard,NULL
13400,f85c229c-d569-43f8-8ea2-38a83b3131f9,4 tbsp light olive oil,NULL
13401,693ecb67-9ae6-44e3-a725-9c116e7b7fa8,300g dried tagliatelle,NULL
13402,693ecb67-9ae6-44e3-a725-9c116e7b7fa8,"4 tbsp extra-virgin olive oil, plus extra for drizzling",NULL
13403,693ecb67-9ae6-44e3-a725-9c116e7b7fa8,"1 garlic clove, finely chopped",NULL
13404,693ecb67-9ae6-44e3-a725-9c116e7b7fa8,"2 x 260g cans tuna in extra virgin olive oil, drained",NULL
13405,693ecb67-9ae6-44e3-a725-9c116e7b7fa8,"a handful of rocket, plus a little extra to garnish",NULL
13406,693ecb67-9ae6-44e3-a725-9c116e7b7fa8,grated zest and juice of 1 lemon,NULL
13407,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,4oz redcurrant jelly,NULL
13408,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,500g raspberries,NULL
13409,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,6 mint sprigs,NULL
13410,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,100g plain flour,NULL
13411,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,85g ground almond,NULL
13412,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,85g golden caster sugar,NULL
13413,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,"85g cold unsalted butter, cut into small pieces",NULL
13414,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,2 medium egg yolk,NULL
13415,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,a few drops of almond extract,NULL
13416,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,"15g butter, melted, for greasing",NULL
13417,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,225g white chocolate,NULL
13418,e536b9c7-1c8c-4c8c-9920-22a61461d1a9,175ml double cream,NULL
13419,9070f722-6c33-4c48-8bed-1b18ba3c231a,6 lemons,NULL
13420,9070f722-6c33-4c48-8bed-1b18ba3c231a,6 limes,NULL
